"Chuck Daly","The important thing is to get the right players on the team so Mike can be successful.","Successful,Team,Players"
"Arthur C. Danto","It really is impossible not to like him. His success was his failure.","Success,Failure,Impossible"
"James Daly","People say we were an overnight success. It took us a year to be an overnight success.","Success,Year,Took"
"Vir Das","All of the films I'm doing are young, urban, high-concept, funny films. That's the zone where I'd like to play and have fun in.","Funny,Fun,Films"
"Paula Danziger","I made the choice long ago to write about real life. And life is both serious and funny.","Life,Funny,Both"
"Paula Danziger","I tried to write with someone else once before, but it was not successful.","Successful,Once,Tried"
"Paula Danziger","The books are funny and sad, and that's what people respond to.","Funny,Sad,Books"
"Jennifer Damiano","I was always singing around my house, and my parents thought they should put me into voice lessons just for fun.","Fun,Parents,House"
"Jennifer Damiano","I was, like, this token teen angst child of Broadway. It's so funny. What is that? I don't even know. But I loved it.","Funny,Teen,Child"
"Robert Dallek","Obama's endorsement of gay marriage is hardly as consequential as Johnson's legislative success on civil rights.","Success,Marriage,Gay"
"Robert Dallek","Kennedy is remembered as a success mainly because of what came after: Johnson and Vietnam. Nixon and Watergate.","Success,Came,Remembered"
"William Dampier","The world is apt to judge of everything by the success; and whoever has ill fortune will hardly be allowed a good name.","Success,Good,Judge"
"Dale Dauten","Spend enough time around success and failure, and you learn a reverence for possibility.","Success,Time,Failure"
"Evan Dando","It's better when you have your wife with you, more fun.","Fun,Wife"
"Mahmoud Darwish","When a writer declares that his first book is his best, that is bad. I progress successively from book to book.","Best,Bad,Book"
"Roger Daltrey","I don't like Tommy on Broadway at all. I like the music, I'm pleased with Pete's success but I don't like what they've done to it.","Success,Music,Broadway"
"Greg Daniels","Whenever the boss has 'fun' activities, there's got to be a parable or a lesson. Employees feel like they're supposed to be taking notes.","Fun,Taking,Boss"
"Bobby Darin","A comedian's body is funny as well as his mind being funny, his whole personage is funny.","Funny,Mind,Body"
"Christopher Darden","Writing is hard work, but a lot of fun, too. It allows me to live out some of my fantasies.","Work,Fun,Fantasies"
"Lindsay Davenport","While I was always successful... I never thought I'd be one in the world.","Successful,While"
"Jean-Claude Van Damme","I came to America with a dream and I made it. The dream became reality. America is built for success.","Success,America,Reality"
"Ray Dalio","There is slow growth, but it is positive slow growth. At the same time, ratios of debt-to-incomes go down. That's a beautiful deleveraging.","Positive,Time,Beautiful"
"Larry David","I think we're all good and bad, but good's not funny. Bad is funny. Suppress the good and let the bad out, and then you can be funny.","Funny,Good,Bad"
"Larry David","If you tell the truth about how you're feeling, it becomes funny.","Funny,Truth,Feeling"
"Keith David","But Gargoyles, bar none, is the most fun I've ever had in life.","Life,Fun,None"
"Jim Davis","I didn't have a whole lot of success getting dates, I was always a bit of a geek.","Success,Getting,Bit"
"Jim Davis","I was very happy and honored to create the Professor Garfield Foundation with Ball State to make reading fun.","Happy,Fun,State"
"Salvador Dali","The thermometer of success is merely the jealousy of the malcontents.","Success,Jealousy,Merely"
"Mitch Daniels","Every successful enterprise has a very clear strategic purpose.","Successful,Purpose,Clear"
"Arthur Darvill","I think 'Breaking Bad' is brilliant. Good drama in the U.S. is also so funny and blurs the line between light and dark.","Funny,Good,Bad"
"Jack Davenport","During my childhood, I was surrounded by actors, and all I remember is they were fun to be around. That kind of sticks.","Fun,Remember,Childhood"
"Ted Danson","To be successful, you have to be willing to be successful. You have to believe in the law of attraction - that you create your own life.","Life,Successful,Law"
"Angela Davis","I'm suggesting that we abolish the social function of prisons.","Social,Function,Abolish"
"Angela Davis","To understand how any society functions you must understand the relationship between the men and the women.","Women,Men,Society"
"Lydia Davis","I never dream in French, but certain French words seem better or more fun than English words - like 'pois chiches' for chick peas!","Fun,Words,Dream"
"Mike Davidson","Writing old school HTML code was never very much fun but now it's getting downright tedious for most people.","Fun,Getting,Code"
"Willie Davis","The road to success runs uphill.","Success,Road,Runs"
"Meryl Davis","Just remember: to be grateful and thank the people who are there and support you along the way is a great start to success.","Success,Great,Remember"
"Bruce Davison","I'm over there filming in South Africa now, and two in five are HIV-positive now. Not many people know that.","Five,Africa,South"
"Humphry Davy","I have learned more from my mistakes than from my successes.","Mistakes,Learned,Successes"
"Colin R. Davis","The road to success and the road to failure are almost exactly the same.","Success,Failure,Almost"
"Colin R. Davis","Everyone wants immediate success, immediate celebrity, and that doesn't produce what used to be artists.","Success,Wants,Artists"
"Wendy Davis","I'm not an overnight sensation. I'm a Texan. And I'm a Texas success story. I am the epitome of hard work and optimism.","Success,Work,Story"
"Charlie Day","I never saw myself as a comedian. I saw myself as a guy who can act funny.","Funny,Act,Guy"
"Dominique Dawes","A lot of people don't know the USOC is not government funded and they are always looking for support from sponsors.","Government,Looking,Support"
"Clarence Day","If you don't go to other men's funerals, they won't go to yours.","Men,Yours,Funerals"
"Sammy Davis, Jr.","Real success is not on the stage, but off the stage as a human being, and how you get along with your fellow man.","Success,Along,Stage"
"Manish Dayal","Definitely, I think I fulfill a very funny Indian stereotype because I love technology. It's something I've always been interested in.","Love,Funny,Technology"
"Manish Dayal","I learned how to handle myself in the kitchen - where to stand and how to be out of people's way and how to function like a machine.","Learned,Stand,Kitchen"
"Ellen DeGeneres","People always ask me, 'Were you funny as a child?' Well, no, I was an accountant.","Funny,Child,Ask"
"Peter DeLuise","I was shot from the funny gun.","Funny,Gun,Shot"
"Cecil B. DeMille","The person who makes a success of living is the one who sees his goal steadily and aims for it unswervingly.","Success,Living,Goal"
"Tom DeLonge","It's actually cool to be positive and optimistic and idealistic. It's cool to see yourself doing beautiful, great things.","Positive,Great,Cool"
"Tom DeLonge","You don't even wish for the success that I had, because you don't think it's attainable.","Success,Wish,Attainable"
"Dom DeLuise","Mr. Brooks and I have been friends forever. He is in seventh heaven with his new success on Broadway.","Success,Friends,Heaven"
"Dom DeLuise","Sometimes I get a little manic and you can't stop me. I'm all over the place. I have fun.","Fun,Stop,Manic"
"Gavin DeGraw","So I try not to have any actual expectations for myself for any level of success or failure.","Success,Failure,Level"
"Gavin DeGraw","I'm very competitive, and my ego couldn't handle that lack of success.","Success,Ego,Lack"
"Torrey DeVitto","I've always said I would want to be a funeral director if I wasn't an actor.","Said,Director,Funeral"
"Les Dawson","I've just had some bad news. Tomorrow is the mother in law's funeral. And she's cancelled it.","Mother,Bad,Law"
"Nelson DeMille","I had a very strong desire to be successful at something.","Strong,Successful,Desire"
"Robin Day","I think the first things that are relevant are that things should work well; they should function.","Work,Function,Relevant"
"Robin Day","Well the most successful of course was this Polypropylene chair.","Successful,Course,Chair"
"Noureen DeWulf","I really enjoy Martin Sheen - he is very unexpectedly funny, very quick.","Funny,Enjoy,Quick"
"Noureen DeWulf","I think it's great when dramatic actors do lighter, funny roles.","Funny,Great,Roles"
"Guy Debord","Tourism, human circulation considered as consumption is fundamentally nothing more than the leisure of going to see what has become banal.","Considered,Leisure,Tourism"
"Adam DeVine","Naked dudes are inherently funny.","Funny,Naked,Inherently"
"Jack Dee","I was on various anti-depressants, but not for long - I didn't function very well on them. I felt sort of flattened out.","Felt,Sort,Function"
"Cat Deeley","I used to say I wanted somebody funny and intelligent, but kindness is the most important quality in a man.","Funny,Kindness,Somebody"
"Cat Deeley","I hate last-minute shopping, it's always unsuccessful.","Hate,Shopping"
"Mos Def","I don't want to waste anyone's time or money. I want to give people some truth and positive heart lift.","Positive,Time,Money"
"Paula Deen","I don't care what the haters and naysayers say. If they make jokes about me, I'll laugh because they'll probably be funny.","Funny,Care,Laugh"
"Paula Deen","I was determined to share my positive approach and not let diabetes stand in the way of enjoying my life.","Positive,Life,Stand"
"Maximillian Degenerez","True health infuses positive energy in the mind, body and spirit; it is a main focus in my life.","Life,Positive,Health"
"Majandra Delfino","It's so funny, actors usually have a directing ambition. I've got no ambition for directing.","Funny,Ambition,Directing"
"Danny DeVito","I don't know. I think it's funny! I think it's funny! I go, what? It's so absurd. I'm alone.","Funny,Alone,Absurd"
"Jeffrey Deitch","Effective fund-raising is based on relationships.","Based,Effective"
"Michael Dell","You don't have to be a genius or a visionary or even a college graduate to be successful. You just need a framework and a dream.","Success,Dream,Successful"
"Alice Dellal","If you're not having fun with your job, it will show.",Fun
"Iris Dement","Making the record was tons of fun, the most fun I've ever had.","Fun,Record,Tons"
"Iris Dement","Writing, overall, has never been what I'd call fun. It's fulfilling. It doesn't come real easy for me.","Fun,Easy,Call"
"Ted Demme","The thing that's great about those guys at Miramax is the Weinstein brothers. They are the two funniest guys I've ever met in my life.","Life,Great,Guys"
Democritus,"Raising children is an uncertain thing; success is reached only after a life of battle and worry.","Life,Success,Battle"
"Kat Dennings","I can't imagine wanting to be famous just for the sake of being famous. I think fame should come along with success, talent.","Famous,Success,Talent"
"Laura Dern","It's really fun to act like a bimbo. But it's fun to act like a bimbo only when people know that you really aren't one.","Fun,Act,Bimbo"
"Jason Derulo","I think the biggest challenge is to continue on the same path. I think it's easy to become complacent from the success you've had.","Success,Easy,Challenge"
"Rick Derringer","Because I was successful over the years, I never had the opportunity to do the stuff I really wanted.","Successful,Stuff"
"Rick Derringer","I was almost kind of trapped by my own success into only doing rock.","Success,Rock,Almost"
"Zooey Deschanel","I'm a very positive person. I get excited easily, and I like to jump around.","Positive,Excited,Easily"
"Kapil Dev","Every person gets negative things, they learn from those negative things, and you become a positive person.","Positive,Learn,Negative"
"Emily Deschanel","I have a treadmill, and I work out with my trainer, Julie Diamond, as often as possible. She's so positive.","Positive,Work,Often"
"Ajay Devgan","I'm going to keep making films I believe in. Whether I am successful or not is besides the point.","Successful,Whether,Point"
"Thomas Dewar","Minds are like parachutes - they only function when open.","Minds,Open,Function"
"Thomas Dewar","The road to success is filled with women pushing their husbands along.","Success,Women,Road"
"Bernadette Devlin","My function in life is not to be a politician in Parliament: it is to get something done.","Life,Politician,Function"
"Gail Devers","We go old-school during the summer, like swimming or setting up lemonade stands. I try to teach my kids to make their own fun.","Fun,Kids,Teach"
Dhanush,"You can't always expect to work with a director who guarantees success.","Success,Work,Expect"
"John Dewey","Failure is instructive. The person who really thinks learns quite as much from his failures as from his successes.","Failure,Quite,Thinks"
"Agyness Deyn","I don't expect that because I was successful in one field that I will then get a ride of passage into another.","Another,Successful,Expect"
"Agyness Deyn","I never knew modelling was what I wanted to do. I was just meandering through life having fun, having a laugh with my friends.","Life,Fun,Friends"
"Agyness Deyn","I want to play positive role models - women who mean something to other women.","Positive,Women,Mean"
"Joe DiMaggio","When baseball is no longer fun, it's no longer a game.","Fun,Game,Baseball"
"Leonardo DiCaprio","I got attention by being funny at school, pretending to be retarded, and jumping around with a deformed hand.","Funny,Attention,Hand"
"Peter Diamandis","Super-ambitious goals tend to be unifying and energizing to people; but only if they believe there's a chance of success.","Success,Chance,Goals"
"Jared Diamond","I'd rather spend my leisure time doing what some people call my work and I call my fun.","Time,Work,Fun"
"Neil Diamond","I still need practice in enjoying the fruits of success.","Success,Practice,Enjoying"
"Melonie Diaz","I wrote a pilot for myself. It's about a Latina actress trying to make it in Hollywood. It's pretty funny.","Funny,Pretty,Hollywood"
"Rocco DiSpirito","After guest appearances, I got the offer to do the show as the successor of Arthur Schwartz. It's so much fun.","Fun,Offer,Guest"
"Rocco DiSpirito","After guest appearances, I got the offer to do the show as the successor of Arthur Schwartz. It's so much fun.","Fun,Offer,Guest"
"Guillermo Diaz","I connect to humor really deeply, so I feel really comfortable just being in funny projects.","Funny,Humor,Deeply"
"Andy Dick","You cannot be this successful without having God on your side.","God,Cannot,Successful"
"Bruce Dickinson","Rock music should be gross: that's the fun of it. It gets up and drops its trousers.","Music,Fun,Rock"
"Norm Dicks","This funding from the National Endowment for the Arts has been like the Good Housekeeping seal of approval.","Good,National,Arts"
"Jeroen Dijsselbloem","Banks should contribute to the real economy, make a positive contribution to economic growth.","Positive,Growth,Economy"
"Janice Dickinson","I've been the queen of dysfunction and made every mistake one can make.","Mistake,Queen"
"Edsger Dijkstra","Elegance is not a dispensable luxury but a factor that decides between success and failure.","Success,Failure,Luxury"
"Kevin Dillon","I'm a big fan of comedians not having to apologize for anything. Nowadays it seems comedians are always apologizing for being funny.","Funny,Seems,Fan"
"Kevin Dillon","I guess Tom Cruise - everything he does, everything he touches, is kind of a success.","Success,Guess,Tom"
"Jim Dine","I do not think that obsession is funny or that not being able to stop one's intensity is funny.","Funny,Stop,Obsession"
"Garret Dillahunt","If it's a good story, then everybody is trying to tell it, everybody is better for it, and it's just more fun.","Good,Fun,Everybody"
"Garret Dillahunt","Yeah, I like to have fun - I think that's a good way to live. I think you're better at your job if you like it.","Good,Fun,Yeah"
"Peter Dinklage","I like playing the guy on the sidelines. They have more fun.","Fun,Playing,Guy"
"Peter Dinklage","I think if actors are successful at one thing, they paint themselves into a corner sometimes, and what's the fun in that?","Fun,Successful,Themselves"
"Peter Dinklage","I think if actors are successful at one thing, they paint themselves into a corner sometimes, and what's the fun in that?","Fun,Successful,Themselves"
"Waris Dirie","Brooklyn's good. Brooklyn's funky. Brooklyn's happening.","Good,Happening,Funky"
"Celine Dion","I'm not looking for career attention, for more success, more money. I'm just singing songs I chose because I love them.","Love,Success,Money"
"Celine Dion","The hardest thing to find in life is balance - especially, the more success you have, the more you look to the other side of the gate.","Life,Success,Side"
"Celine Dion","I think it bothers people to see people that are happy and successful. So they try to find what's wrong with them.","Happy,Successful,Wrong"
"Celine Dion","I'm passionate about my fans and my shows. But my biggest reward in the success that is my life are my husband and kids.","Life,Success,Husband"
"Celine Dion","I want to be more successful as a mother than I am in show business.","Mom,Business,Mother"
"Walt Disney","It's kind of fun to do the impossible.","Impossible,Fun"
"Benjamin Disraeli","Through perseverance many people win success out of what seemed destined to be certain failure.","Failure,Success,Win"
"Benjamin Disraeli","One secret of success in life is for a man to be ready for his opportunity when it comes.","Success,Life,Secret"
"Larry Dixon","I never thought I'd live this long. It sounds funny because I still think of myself as a kid.","Funny,Kid,Sounds"
"Novak Djokovic","You have to consistently be successful to be one of the top players in the world, and everything is possible in life.","Life,Successful,Possible"
"David Dobkin","I'm not funny. Never have been and, as far as I can tell, I never will be.","Funny,Far"
"Nina Dobrev","Even though you're growing up, you should never stop having fun.","Fun,Stop,Though"
"Christopher Dodd","Entrenched bureaucracies are always opposed to fundamental changes.","Changes,Opposed,Entrenched"
"Jason Dohring","I love the creating part of taking on a character. It is fun to be another person and create what it would be like to be that person.","Love,Character,Fun"
"Lexa Doig","For the past 10 years, people have been making fun of the eighties. Why are we bringing them back?","Fun,Past,Bringing"
"Lexa Doig","The idea of running around and screaming about Jason Voorhees trying to kill you was fun.","Fun,Idea,Running"
"Domenico Dolce","The worst times can be the best if you think with positive energy.","Positive,Best,Times"
"Heather Donahue","I am the shortest and least funny person in my family.","Funny,Family,Shortest"
"Phil Donahue","Oprah is more than an institution. Oprah is a very special star in the firmament. I can't imagine a greater success than she's enjoyed.","Success,Special,Star"
"Nonito Donaire","Even the other kids who people made fun of made fun of me. That's where I stood on the school food chain.","Food,Fun,Kids"
"Stanley Donen","I can still dance a little, yes, but I like singing better. It's more fun.","Fun,Dance,Singing"
"Elena Delle Donne","Volleyball was a lot of fun, but I knew it wasn't my sport.","Sports,Fun,Knew"
"Emma Donoghue","I'm finding that success is way more time-consuming than failure ever was.","Success,Failure,Finding"
"Emma Donoghue","You cannot predict literary success; the only way you can possibly aim for it is to do your thing and do it well.","Success,Cannot,Aim"
"Jeffrey Donovan","The most fun I've had on 'Burn Notice,' I think it would have to be working with China Chow and Lucy Lawless.","Fun,Notice,China"
"Tate Donovan","'Argo' was a great script from day one. I don't think we knew that it was going to be such a success.","Success,Great,Knew"
"Tate Donovan","When you achieve a certain amount of success, you want to be doing something else.","Success,Achieve,Certain"
"Landon Donovan","I want to be a positive influence. I want to be someone who they want to call in and want here consistently, regardless of my role.","Positive,Here,Call"
"Stephen Dorff","I liked getting the best villain award. I thought that was funny.","Funny,Best,Getting"
"Kim Dotcom","I have a huge ego - I know that. Do I worry about it? No, I think it's cool. I have a lot of fun.","Cool,Fun,Ego"
"Kim Dotcom","I'm a fun-loving guy. I enjoy my life. I have a big kid inside me.","Life,Enjoy,Guy"
"James Douglas","I think the governors would all agree that what we don't want from the federal government is unfunded mandates.","Government,Agree,Federal"
"Kyan Douglas","I've tried to take the opportunity to be as positive a person as I can be, as positive role model as I can be.","Positive,Tried,Role"
"Mary Douglas","If people want to compete for leadership of a religious group, they can compete in piety. A chilling thought. Or funny.","Funny,Leadership,Group"
"Brad Dourif","You know, you try to be diverse, and try to have fun and round things out.","Fun,Round,Diverse"
"Edward Dowden","Sometimes a noble failure serves the world as faithfully as a distinguished success.","Success,Failure,Noble"
"Jerry Doyle","If you're not having fun - I don't care what you're doing - don't do it. Move on. Find something else, life's too short.","Life,Fun,Care"
"Mario Draghi","There is no better protection against the euro crisis than successful structural reforms in southern Europe.","Successful,Crisis,Against"
"Margaret Drabble","Nothing succeeds, they say, like success. And certainly nothing fails like failure.","Success,Failure,Certainly"
"Rachel Dratch","Many comedians have a dark side that lets them take a negative thing and turn it funny.","Funny,Dark,Negative"
"Rachel Dratch","If it gets laughs, it's funny.","Humor,Funny,Gets"
"Fran Drescher","And remember, it's also very funny, because side by side with grief lies joy.","Funny,Remember,Joy"
"Janez Drnovsek","One of the fundamental questions of today's world is undoubtedly the question of equitable globalisation.","Today,Question,Questions"
"Matt Drudge","Because I have success, it doesn't mean I'm part of the mainstream. I'm still an outsider.","Success,Mean,Outsider"
"Heather Dubrow","I love seeing my husband having success.","Love,Success,Husband"
"Ava DuVernay","You know, often films that are deemed positive, nobody wants to see them.","Positive,Often,Nobody"
"Anne-Marie Duff","Nothing is more diminishing than trying to control success or hold on to things.","Success,Control,Hold"
"Erin Duffy","I like a good fun chick-lit book as much as I like historical fiction, mysteries, or biographies, I like to be well-rounded!","Good,Fun,Book"
"Patrick Duffy","It's as simple as you can explain all of 'Dallas.' We're a dysfunctional family forced to stay together.","Family,Together,Simple"
"Doris Duke","I've discovered, I guess, that it's fun to work.","Work,Fun,Guess"
"Patty Duke","I joke around a lot about the manic times because they're funny. We manics do outrageous things and it is part of our colorful nature.","Funny,Nature,Times"
"John Foster Dulles","The measure of success is not whether you have a tough problem to deal with, but whether it is the same problem you had last year.","Success,Problem,Last"
"Tom Dumont","One of the fun things about playing live is watching the audience sing the songs back to us.","Fun,Playing,Audience"
"Alexandre Dumas","Nothing succeeds like success.","Success,Succeeds"
"Ian Dunbar","When I'm training a dog, I develop a relationship with that dog. He's my buddy, and I want to make training fun.","Fun,Training,Dog"
"Arne Duncan","A postsecondary education is the ticket to economic success in America.","Success,Education,America"
"Jeff Dunham","I've always said that instead of watching a guy juggle seven things amazingly I would rather see a really bad juggler who's really funny.","Funny,Bad,Said"
"Tony Dungy","The secret to success is good leadership, and good leadership is all about making the lives of your team members or workers better.","Success,Leadership,Good"
"Nora Dunn","I never thought I was funny, but I enjoy being funny.","Funny,Enjoy"
"Nora Dunn","When I'm with my friends I'm funny, but I don't feel like I'm a funny clown.","Funny,Friends,Clown"
"Dominick Dunne","For me, the path of failure exceeded by far the joys of success. My plight was hopeless.","Success,Failure,Far"
"Lena Dunham","It's funny, I never considered that people are going to see me on the show and maybe stop me on the subway.","Funny,Stop,Maybe"
"Kyle Dunnigan","A pope going through a faith crisis would be funny to see.","Funny,Faith,Crisis"
"Trevor Dunn","I have no inflated ideas about success anyway.","Success,Ideas,Anyway"
"Kirsten Dunst","What are you going to do if it's the end of the world? You better go out having fun instead of stressing about it.","End,Fun,Instead"
"Jay Duplass","Everyone I know who is having success in film right now is there because of persistence.",Success
"Mark Duplass","Obviously we know Bill Hader is funny and charming, but my question is, can he do raw humanity and naturalism? I think so.","Funny,Humanity,Question"
"Jermaine Dupri","So So Def has been one of the most successful and consistent labels in the game in the last 10 years.","Successful,Game,Last"
"Fred Durst","People evolve and grow, and life is fascinating and fun and tragic.","Life,Fun,Grow"
"David Duval","I may not look it when I'm playing, but I think I'm a fun guy to hang with when I'm relaxing.","Fun,Playing,Guy"
"David Duval","I'm content. I want to have better success in the tournaments than I've had, but I know I'm playing well, so I'm happy with that.","Success,Happy,Playing"
"Clea Duvall","I like horror movies, they're fun. It was the most fun I've had on a movie set.","Movies,Fun,Movie"
"John Dyer","Painting is really good fun, I have always enjoyed it. As long as I paint what I want with the freedom that I enjoy, I never tire.","Good,Freedom,Fun"
"Dick Van Dyke","Women will never be as successful as men because they have no wives to advise them.","Women,Men,Successful"
"Dick Van Dyke","I think, the 'Van Dyke Show' and 'Mary Poppins' are two of the best periods of my life. I had so much fun, I didn't want it to end.","Life,Best,End"
"Dick Van Dyke","My career is over. I'm just playing now and having a great time. I like to keep busy, and I'm doing what's fun for me.","Time,Great,Fun"
"Bob Dylan","What's money? A man is a success if he gets up in the morning and goes to bed at night and in between does what he wants to do.","Success,Money,Morning"
"Jakob Dylan","I'm a very upbeat, positive, optimistic type of person.","Positive,Optimistic,Type"
"James Dyson","Enjoy failure and learn from it. You can never learn from success.","Success,Failure,Learn"
"James Dyson","In the digital age of 'overnight' success stories such as Facebook, the hard slog is easily overlooked.","Success,Age,Stories"
"James Dyson","One of the most fun inventions of my lifetime is the Mini.","Fun,Lifetime,Inventions"
"Jessica De Gouw","When I was 12, I snapped my arm in two. My wrist still has a funny bump because they didn't join it back together so great.","Funny,Great,Together"
"Julia Louis-Dreyfus","I have no agenda except to be funny. Neither I or the writers profess to offer any worldly wisdom.","Funny,Wisdom,Except"
"Giada De Laurentiis","The holidays stress people out so much. I suggest you keep it simple and try to have as much fun as you can.","Fun,Simple,Stress"
"Giada De Laurentiis","I have been blessed with a good, fun, and wonderful life, but I've also seen a whole lot of pain.","Life,Good,Fun"
"Danielle de Niese","To be a famously successful opera singer. I wanted that since I was eight.","Successful,Since,Singer"
Eazy-E,"I have seven children by six different mothers. Maybe success was too good to me.","Success,Good,Maybe"
"George Eads","I have a Lab, it's fun to hang out and hike with the dog, people come up to him, and pet him, it's fun.","Pet,Fun,Dog"
"William Eardley IV","Ambition is the path to success, persistence is the vehicle you arrive in.","Success,Path,Ambition"
"Amelia Earhart","Flying might not be all plain sailing, but the fun of it is worth the price.","Fun,Might,Worth"
"Charles Eames","Who ever said that pleasure wasn't functional?","Said,Pleasure,Functional"
"Alistair Darling","Tory plans to cut 'further and faster' would wreck recovery and roll back Labour's many successes.","Cut,Plans,Recovery"
"Michael Ealy","I know the commitment that TV requires but it's nice to come to work and have fun.","Work,Nice,Fun"
"Michael F. Easley","Because education is the backbone of a competitive workforce and successful economy, making it a priority is not uncommon.","Education,Successful,Economy"
"Gregg Easterbrook","I think professional sports, football, to use it as an example, it's fundamentally a form of entertainment.","Sports,Football,Use"
"Leslie Easterbrook","I wish I had a funny story.","Funny,Wish,Story"
"Max Eastman","The defining function of the artist is to cherish consciousness.","Artist,Cherish,Function"
"Clint Eastwood","Aging can be fun if you lay back and enjoy it.","Fun,Enjoy,Aging"
"Roger Ebert","It is quite possible for the vulgar to be funny, but to succeed, it must rise to a certain genius.","Funny,Possible,Quite"
"Ernest Dimnet","Life is a succession of lessons enforced by immediate reward, or, oftener, by immediate chastisement.","Life,Reward,Lessons"
"Maria Edgeworth","How success changes the opinion of men!","Success,Men,Opinion"
"Maria Edgeworth","I've a great fancy to see my own funeral afore I die.","Great,Die,Fancy"
"Thomas A. Edison","Many of life's failures are people who did not realize how close they were to success when they gave up.","Failure,Life,Success"
"Thomas A. Edison","Anything that won't sell, I don't want to invent. Its sale is proof of utility, and utility is success.","Success,Sell,Proof"
"Adrian Edmondson","We had so much fun in Ghana and they are really lovely people.","Fun,Lovely,Ghana"
"Adrian Edmondson","The most fun I ever have is sitting in with Rick writing, and we laugh at our own jokes.","Fun,Laugh,Jokes"
"Adrian Edmondson","We have never been strictly political, only strictly funny.","Funny,Political,Strictly"
"David Edwards","I should have been dead 50, 60 years ago. God just wasn't ready for me. Because I used to raise hell and drink. I've had my fun!","God,Fun,Dead"
"Kathleen Edwards","I know I'm not the 'Indie It Girl' and I'll never have a big breakout, big runaway success. And that's okay.","Success,Girl,Okay"
"Mark Edwards","I probably had the most fun recording For Richer For Poorer in Nashville.","Fun,Recording,Richer"
"Tryon Edwards","To waken interest and kindle enthusiasm is the sure way to teach easily and successfully.","Sure,Teach,Interest"
"Zac Efron","Think on your toes, use what's around you, and come up with something organic and fun.","Fun,Use,Organic"
"Jennifer Egan","That adage about 'Write what you know' is basically the opposite of the way I function. I write about what I'm curious to find out.","Basically,Opposite,Curious"
"Susan Egan","I think people are surprised to learn that I'm pretty goofy and pretty funny.","Funny,Learn,Pretty"
"Bob Ehrlich","We have no more fundamental obligation in government than to ensure the safety of our citizens.","Government,Safety,Citizens"
"Billy Eichner","There have been man-on-the-street interviews for years, but insulting people is not that funny to me.","Funny,Insulting,Interviews"
"Albert Einstein","Try not to become a man of success, but rather try to become a man of value.","Success,Value,Rather"
"Albert Einstein","Strive not to be a success, but rather to be of value.","Success,Value,Strive"
"Britt Ekland","I was brought up very conservatively. My father was positively Victorian - I wasn't even allowed to wear my hair down.","Father,Hair,Wear"
"Britt Ekland","I broke my ankle ten years ago so high heels are not an option unless I'm literally going door to door for a function.","High,Door,Unless"
"Britt Ekland","Generally, I'm a pretty positive, but like any other working person, if the jobs aren't coming in, I do get depressed.","Positive,Pretty,Coming"
"Anita Elberse","It's really not fun to have seen a movie that you want to talk about, and you can't find anyone else who's seen it.","Fun,Talk,Anyone"
"Brett Eldredge","Making an album is a long process, but it's a fun process.","Fun,Process,Album"
"Paul Eldridge","There are those whose sole claim to profundity is the discovery of exceptions to the rules.","Rules,Whose,Discovery"
"Jenna Elfman","It's such a pleasurable experience to look back, and all of the fun I had just comes rushing back.","Experience,Fun,Rushing"
"Danny Elfman","I like creating these rhythmic patterns. These interlocking rhythmic things are really fun.","Fun,Creating,Patterns"
"George Eliot","Delicious autumn! My very soul is wedded to it, and if I were a bird I would fly about the earth seeking the successive autumns.","Nature,Autumn,Bird"
"Kimberly Elise","I can be dramatic. I can be funny. I can be sexy. I can be sad. I can be glad.","Funny,Sad,Sexy"
"Kimberly Elise","If Judd Apatow called me, I'd do it without thinking about it. I think he does really fun movies.","Movies,Fun,Thinking"
"Jane Elliot","I love playing smart and tough and having funny lines.","Love,Funny,Smart"
"Chris Elliott","I don't get offered many dramatic roles. As soon as my face pops up in a movie, everyone knows I'm the funny guy.","Funny,Face,Guy"
"Abby Elliott","My dad was so much fun growing up.","Dad,Fun,Growing"
"Brooke Elliott","Ty Burrell could be one of the funniest people on the planet. I'd love to meet him.","Love,Meet,Planet"
"Sam Elliott","I think anytime you can affect people in general, in a positive way, then you're a lucky individual.","Positive,Individual,Lucky"
"Bret Easton Ellis","Everyone I know who is successful has issues with their father, regardless of whether it was sports or business or entertainment.","Business,Sports,Successful"
"David R. Ellis","Fourth Law of Thermodynamics: If the probability of success is not almost one, then it is damn near zero.","Success,Law,Almost"
"Larry Ellison","Game-playing is more fun when it's virtual because you're more successful. ... in reality, only one person gets to be LeBron.","Fun,Successful,Reality"
"Larry Ellison","Game-playing is more fun when it's virtual because you're more successful. ... in reality, only one person gets to be LeBron.","Fun,Successful,Reality"
"Larry Ellison","I have had all of the disadvantages required for success.","Success,Required"
"John Elway","I was so lucky to walk away with two Super Bowls and know that the last year was positive.","Positive,Away,Last"
"Ernie Els","For all the fun, don't forget: I always knew when to put my golf balls down and practice.","Fun,Forget,Knew"
"Cary Elwes","I've been doing some writing, which I find very cathartic and fun.","Fun,Cathartic"
"Philip Emeagwali","One out of every 100 American men is HIV positive. The rate of infection has reached epidemic proportions in 40 developing nations.","Positive,Men,Nations"
"Tracey Emin","One thing that success has taught me is censorship.","Success,Taught,Censorship"
Eminem,"Trust is hard to come by. That's why my circle is small and tight. I'm kind of funny about making new friends.","Trust,Funny,Friends"
"Roland Emmerich","It doesn't really matter if this movie's a success or not, because it's already out there.","Success,Matter,Movie"
